Unit ID,Rarity,Name,Health,Knockbacks,Speed,Attack,DPS,A. Type,A. Frequency,Foreswing,Range,Cost,Recharge,Abilities
611-1,EX,金塊ネコ,625,1,8,5,3,範囲,58,11,110,150,60,対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
611-2,EX,キングネコインゴット,625,1,8,5,3,範囲,58,11,110,150,60,対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
611-3,EX,キングネコカーメン,750,1,8,5,3,範囲,58,11,110,150,60,"対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
 無効（毒撃）"
612-1,レア,ネコゴジラ,"1,500",3,4,"1,087",217,単体,150,17,350,"1,125",446,対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
612-2,レア,シン・ネコゴジラ,"1,500",3,4,"1,087",217,単体,150,17,350,"1,125",446,対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
613-1,超激レア,ネコ王女,"5,625",4,5,"4,875",530,範囲,276,103,551,"4,500",4846,"対 赤い敵 天使 ゾンビ 100％の確率で150～180F攻撃力50％に低下
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 100％の確率でLv4小波動（射程 932.5 与ダメ x0.2）
 無効（古代の呪い）"
613-2,超激レア,ネコ女王,"7,625",4,5,"6,375",693,範囲,276,103,551,"4,500",4846,"対 赤い敵 天使 ゾンビ 100％の確率で150～180F攻撃力50％に低下
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 100％の確率でLv6小波動（射程 1332.5 与ダメ x0.2）
 無効（古代の呪い）"
614-1,EX,古神面ドロン,"55,555",1,20,"1,942",-,範囲,-,76,400,"1,800",1586,"1回攻撃（攻撃後、消滅）
 対 古代種 100％の確率で150F動きを止める
 100％の確率でLv1烈波（40F 射程 400～1000）
 遠方範囲全方位攻撃（-1000～600）
 無効（波動 烈波 ふっとばす 止める 遅くする 攻撃力低下 ワープ 古代の呪い）"
614-2,EX,ネコ神面ドロン,"55,555",1,20,"2,777",-,範囲,-,76,400,"1,800",1586,"1回攻撃（攻撃後、消滅）
 対 古代種 100％の確率で200F動きを止める
 100％の確率でLv3烈波（80F 射程 400～1000）
 遠方範囲全方位攻撃（-1000～600）
 無効（波動 烈波 ふっとばす 止める 遅くする 攻撃力低下 ワープ 古代の呪い）"
614-3,EX,覚醒ネコ神面ドロン,"55,555",1,30,"2,777",-,範囲,-,76,400,"1,800",1586,"1回攻撃（攻撃後、消滅）
 対 古代種 100％の確率でふっとばす
 対 古代種 100％の確率で200F動きを止める
 対 超生命体 特効（与ダメ増 被ダメ減）
 対 超獣 特効（与ダメ増 被ダメ減）
 100％の確率でLv3烈波（80F 射程 400～1000）
 遠方範囲全方位攻撃（-1000～600）
 無効（波動 烈波 ふっとばす 止める 遅くする 攻撃力低下 ワープ 古代の呪い）"
615-1,超激レア,渚のかぐやひめ,"1,125",3,8,625,417,範囲,45,6,280,600,226,対 黒い敵 エイリアン 20％の確率で70～84F動きを遅くする
615-2,超激レア,南国衛星サンシャイン,"6,250",4,7,"6,750",731,範囲,277,98,440,"4,800",4246,対 黒い敵 エイリアン 100％の確率で110～132F動きを遅くする
615-3,超激レア,南国衛星スーパーシャイン,"6,250",4,7,"6,750",731,範囲,277,98,440,"4,800",4246,"対 黒い敵 エイリアン 悪魔 100％の確率で110～132F動きを遅くする
 50％の確率％で悪魔シールド貫通"
616-1,EX,カブトネコ,"1,500",2,7,300,191,単体,47,8,140,540,156,"対 赤い敵 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 無効（止める）"
616-2,EX,ゴールデンオオカブトネコ,"1,875",2,7,375,239,単体,47,8,140,540,156,"対 赤い敵 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 無効（止める）"
617-1,EX,クワガタネコ,"1,500",3,15,300,191,単体,47,8,140,540,156,"対 浮いてる敵 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 無効（遅くする）"
617-2,EX,キングクワガタネコ,"1,875",3,15,375,239,単体,47,8,140,540,156,"対 浮いてる敵 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 無効（遅くする）"
618-1,超激レア,召喚少年サトル,"4,625",3,20,"3,150",362,範囲,261,110,470,"3,600",2546,"対 悪魔 100％の確率で120F動きを遅くする
 遠方範囲攻撃（370～770）
 20％の確率％で悪魔シールド貫通
 無効（烈波）"
618-2,超激レア,悪魔召喚サトル,"5,375",3,20,"4,150",477,範囲,261,110,470,"3,600",2546,"対 悪魔 100％の確率で180F動きを遅くする
 遠方範囲攻撃（370～770）
 20％の確率％で悪魔シールド貫通
 無効（烈波）"
618-3,超激レア,デビルハンターサトル,"6,125",3,20,"4,150",477,範囲,261,110,470,"3,600",2546,"対 悪魔 100％の確率でふっとばす
 対 悪魔 100％の確率で180F動きを遅くする
 遠方範囲攻撃（370～770）
 50％の確率％で悪魔シールド貫通
 無効（烈波）"
619-1,超激レア,天草四郎,"6,500",3,10,"4,875",473,範囲,309,70,420,"4,800",4146,"3連続攻撃 1,625 1,625 1,625（70F 90F 110F）
 対 黒い敵 悪魔 超ダメージ（与ダメ x3～4）
 無効（烈波）"
619-2,超激レア,魔神・天草四郎,"8,000",3,10,"7,350",714,範囲,309,70,420,"4,800",4146,"3連続攻撃 2,450 2,450 2,450（70F 90F 110F）
 対 黒い敵 悪魔 超ダメージ（与ダメ x3～4）
 無効（烈波）"
619-3,超激レア,怨嗟の魔神・天草四郎,"9,500",3,10,"7,350","1,055",範囲,209,70,420,"4,800",4146,"3連続攻撃 2,450 2,450 2,450（70F 90F 110F）
 対 黒い敵 悪魔 超ダメージ（与ダメ x3～4）
 無効（烈波）"
620-1,超激レア,妖賢女リリン,"5,250",3,11,"2,875",461,範囲,187,64,350,"3,900",2546,"対 天使 悪魔 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 100％の確率％で悪魔シールド貫通"
620-2,超激レア,妖賢女リリンπ,"6,250",3,11,"3,625",582,範囲,187,64,350,"3,900",2546,"対 天使 悪魔 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 100％の確率％で悪魔シールド貫通"
620-3,超激レア,大賢女リリンπ,"9,500",3,11,"3,625",582,範囲,187,64,350,"3,900",2546,"対 天使 悪魔 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 100％の確率でLv1烈波（40F 射程 150～950）
 100％の確率％で悪魔シールド貫通"
621-1,超激レア,邪龍ヘヴィジャーク,"9,500",3,12,"4,575",551,範囲,249,92,440,"5,400",4246,"対 赤い敵 悪魔 打たれ強い（被ダメ 1/4～1/5）
 対 赤い敵 悪魔 50％の確率でふっとばす
 50％の確率％で悪魔シールド貫通"
621-2,超激レア,邪龍王ヘヴィジャーク,"11,250",3,12,"5,825",702,範囲,249,92,440,"5,400",4246,"対 赤い敵 悪魔 打たれ強い（被ダメ 1/4～1/5）
 対 赤い敵 悪魔 50％の確率でふっとばす
 50％の確率％で悪魔シールド貫通"
621-3,超激レア,邪龍皇帝ヘヴィジャーク,"12,500",3,12,"7,250",873,範囲,249,92,455,"5,400",4246,"対 赤い敵 悪魔 打たれ強い（被ダメ 1/4～1/5）
 対 赤い敵 悪魔 100％の確率でふっとばす
 50％の確率％で悪魔シールド貫通"
622-1,レア,悪魔研究家,500,100,10,95,95,単体,30,6,400,540,586,"6％の確率でクリティカル
 15％の確率％で悪魔シールド貫通"
622-2,レア,邪悪な悪魔研究家,"1,000",100,10,130,130,単体,30,6,400,540,586,"6％の確率でクリティカル
 15％の確率％で悪魔シールド貫通"
622-3,レア,にゃんこ研究家,"1,500",100,33,130,279,単体,14,6,400,540,586,"6％の確率でクリティカル
 15％の確率％で悪魔シールド貫通"
623-1,EX,ジャガンドーJr,"6,500",2,6,"2,700",536,範囲,151,20,360,"4,200",3446,"3連続攻撃 450 450 1,800（20F 35F 108F）※3撃目のみ他特性付加
 対 白い敵 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 100％の確率でLv1烈波（40F 射程 150～550）
 無効（烈波 古代の呪い）"
623-2,EX,破壊神ジャガンドーJr,"7,750",2,6,"3,600",715,範囲,151,20,360,"4,200",3446,"3連続攻撃 600 600 2,400（20F 35F 108F）※3撃目のみ他特性付加
 対 白い敵 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 対 白い敵 100％の確率でふっとばす
 100％の確率でLv1烈波（40F 射程 150～550）
 無効（烈波 古代の呪い）"
624-1,レア,ネコハーメルン,750,2,7,187,69,単体,81,28,320,510,366,"対 悪魔 100％の確率で60F攻撃力50％に低下
 40％の確率％で悪魔シールド貫通"
624-2,レア,虚無僧ネコ,900,2,7,312,116,単体,81,28,320,510,366,"対 悪魔 100％の確率で60F攻撃力50％に低下
 40％の確率％で悪魔シールド貫通"
625-1,超激レア,熱血硬派くにおくん,"13,500",3,20,"2,700","1,209",範囲,67,4,200,"2,850",1546,3連続攻撃 900 900 900（4F 8F 12F）
625-2,超激レア,ドッジボール部くにおくん,"4,500",3,30,"1,875",378,範囲,149,26,500,"2,850",2746,遠方範囲攻撃（400～700）
626-1,超激レア,オコルガ,"1,250",5,4,375,142,単体,79,10,140,"4,500",746,-
626-2,超激レア,オコランパサラン,"3,000",1,4,"3,000",165,範囲,547,28,700,"4,500",9746,"100％の確率でバリアブレイク
 100％の確率％で悪魔シールド貫通"
626-3,超激レア,ゲキオコパサラン,"4,500",1,4,"3,000",211,範囲,427,28,700,"4,500",9746,"100％の確率でバリアブレイク
 100％の確率でLv2小烈波（40F 射程 800～1000 与ダメ x0.2）
 100％の確率％で悪魔シールド貫通
 無効（烈波）"
627-1,EX,ネコキリンモドキ,"1,125",5,30,30,90,単体,10,6,140,750,60,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 無効（止める）"
627-2,EX,駿馬ネコキリンモドキ,"1,125",5,30,30,90,単体,10,6,140,750,60,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 無効（止める）"
628-1,EX,ネコノトリッキー,"1,125",2,10,537,329,範囲,49,10,170,975,60,無効（ふっとばす）
628-2,EX,天馬ネコノトリッキー,"1,125",2,10,537,329,範囲,49,10,170,975,60,無効（ふっとばす）
629-1,EX,ネコノドラゴーン,"2,000",3,10,625,148,単体,127,8,400,"1,500",316,対 黒い敵 超ダメージ（与ダメ x3～4）
629-2,EX,名馬ネコノドラゴーン,"2,000",3,10,625,148,単体,127,8,400,"1,500",316,対 黒い敵 超ダメージ（与ダメ x3～4）
630-1,激レア,洗脳されしネコ,250,3,18,20,16,単体,37,8,140,90,60,対 黒い敵 悪魔 30％の確率で60F攻撃無効
630-2,激レア,洗脳されしネコビルダー,250,3,18,20,16,単体,37,8,140,90,60,対 黒い敵 悪魔 30％の確率で60F攻撃無効
630-3,激レア,洗脳されしネコモヒカン,500,3,18,20,16,単体,37,8,140,90,60,"対 黒い敵 古代種 悪魔 30％の確率で60F攻撃無効
 無効（古代の呪い）"
631-1,レア,ネコ書道,750,1,10,362,167,単体,65,18,330,510,266,"対 古代種 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 無効（古代の呪い）"
631-2,レア,ネコ茶道,950,1,10,562,259,単体,65,18,330,510,266,"対 古代種 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 無効（波動 烈波 古代の呪い）"
632-1,超激レア,闇の精霊ヤミィ,"3,125",2,10,900,136,範囲,199,38,150,990,446,"3連続攻撃 300 300 300（38F 59F 80F）
 対 エイリアン 悪魔 30％の確率で60～72F攻撃力50％に低下
 無効（ワープ）"
632-2,超激レア,暗黒の精霊ヤミノワール,"7,650",2,10,"3,750",565,範囲,199,38,340,"2,850",2946,"3連続攻撃 1,250 1,250 1,250（38F 59F 80F）
 対 エイリアン 悪魔 打たれ強い（被ダメ 1/4～1/5）
 対 エイリアン 悪魔 100％の確率で90～108F攻撃力50％に低下
 100％の確率でバリアブレイク
 無効（ワープ）"
632-3,超激レア,暗黒の精霊王ヤミノワールド,"15,300",2,10,"3,750",565,範囲,199,38,340,"2,850",2946,"3連続攻撃 1,250 1,250 1,250（38F 59F 80F）
 対 エイリアン 悪魔 打たれ強い（被ダメ 1/4～1/5）
 対 エイリアン 悪魔 100％の確率で90～108F攻撃力50％に低下
 100％の確率でバリアブレイク
 無効（ワープ）
 波動ストッパー"
633-1,超激レア,超竜戦機デス・トロイ,"10,250",3,3,"3,950",605,範囲,196,115,475,"3,450",5406,"対 天使 ゾンビ 悪魔 超ダメージ（与ダメ x3～4）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 無効（遅くする）"
633-2,超激レア,電磁戦機ディア・ボロス,"10,250",3,3,"3,950",605,範囲,196,115,475,"3,450",5406,"対 天使 ゾンビ 悪魔 超ダメージ（与ダメ x3～4）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 無効（遅くする）"
633-3,超激レア,超電磁戦機ディア・ボロス,"10,250",3,3,"5,200",796,範囲,196,115,475,"3,450",5406,"対 天使 ゾンビ 悪魔 超ダメージ（与ダメ x3～4）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 無効（止める 遅くする）"
634-1,超激レア,舌切りすずめ,"1,700",3,4,750,179,範囲,126,25,250,840,206,"対 天使 悪魔 30％の確率でふっとばす
 対 天使 悪魔 30％の確率で呪い（60～72F特殊能力封印）
 40％の確率でLv2小波動（射程 532.5 与ダメ x0.2）"
634-2,超激レア,妖怪結社チュンチュン,"8,500",4,20,"2,487",592,範囲,126,70,400,"4,350",3346,"対 天使 悪魔 100％の確率でふっとばす
 対 天使 悪魔 100％の確率で呪い（90～108F特殊能力封印）
 40％の確率でLv2小波動（射程 532.5 与ダメ x0.2）
 無効（烈波）"
634-3,超激レア,大妖怪結社チュンチュン,"11,250",4,20,"3,250",774,範囲,126,70,400,"4,350",3346,"対 天使 悪魔 100％の確率でふっとばす
 対 天使 悪魔 100％の確率で呪い（90～108F特殊能力封印）
 100％の確率でLv2小波動（射程 532.5 与ダメ x0.2）
 無効（烈波）"
635-1,超激レア,白騎士キュクロプス,"6,500",3,15,"5,150",566,範囲,273,45,460,"5,325",4546,"2連続攻撃 2,575 2,575（45F 84F）※1撃目のみ他特性付加
 対 エイリアン 悪魔 50％の確率で90～108F動きを止める
 50％の確率％で悪魔シールド貫通"
635-2,超激レア,黒騎士キュクロプス,"6,500",3,15,"5,150",566,範囲,273,45,460,"5,325",4546,"2連続攻撃 2,575 2,575（45F 84F）※1撃目のみ他特性付加
 対 エイリアン 悪魔 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 無効（波動）"
635-3,超激レア,神魔騎士キュクロプス,"6,500",3,15,"5,150",566,範囲,273,45,460,"5,325",4546,"2連続攻撃 2,575 2,575（45F 84F）※1撃目のみ他特性付加
 対 悪魔 超ダメージ（与ダメ x3）
 50％の確率％で悪魔シールド貫通
 無効（止める）"
636-1,EX,100万ドルのネコ,"1,000",3,9,15,1,単体,499,6,350,600,736,"100％の確率でクリティカル
 撃破時お金x2"
636-2,EX,1億ドルのネコ,"1,000",3,9,15,1,単体,499,6,350,600,736,"100％の確率でクリティカル
 撃破時お金x2"
637-1,激レア,洗脳されしタンクネコ,"1,250",1,14,5,2,範囲,67,8,110,210,136,対 白い敵 打たれ強い（被ダメ 1/4）
637-2,激レア,洗脳されしネコカベ,"1,250",1,14,5,2,範囲,67,8,110,210,136,対 白い敵 打たれ強い（被ダメ 1/4）
637-3,激レア,洗脳されしゴムネコ,"1,250",1,18,5,2,範囲,67,8,110,210,136,対 白い敵 超打たれ強い（被ダメ 1/6）
638-1,EX,シャオチョン＆ネコ,"1,250",3,9,150,28,単体,158,51,250,510,546,対 赤い敵 100％の確率で30～36F動きを止める
638-2,EX,シャオチョン＆ネコCC,"1,250",3,9,150,28,単体,158,51,250,510,546,対 赤い敵 100％の確率で30～36F動きを止める
639-1,レア,ナナ＆ネコ,"1,350",3,8,200,31,単体,195,64,210,570,486,"対 黒い敵 100％の確率で45～54F動きを遅くする
 100％の確率でLv3小波動（射程 732.5 与ダメ x0.2）"
639-2,レア,ナナ＆ネコCC,"1,350",3,8,200,31,単体,195,64,210,570,486,"対 黒い敵 100％の確率で45～54F動きを遅くする
 100％の確率でLv3小波動（射程 732.5 与ダメ x0.2）"
640-1,レア,エミリア＆ネコ,"1,225",3,10,225,34,単体,200,41,250,495,526,"3連続攻撃 75 75 75（41F 51F 61F）
 対 天使 100％の確率で30～36F動きを止める"
640-2,レア,エミリア&ネコCC,"1,225",3,10,225,34,単体,200,41,250,495,526,"3連続攻撃 75 75 75（41F 51F 61F）
 対 天使 100％の確率で30～36F動きを止める"
641-1,EX,ジェアー＆ネコ,"1,050",3,10,137,22,単体,187,28,300,525,606,対 メタルな敵 100％の確率で30～36F動きを止める
641-2,EX,ジェアー＆ネコCC,"1,050",3,10,137,22,単体,187,28,300,525,606,対 メタルな敵 100％の確率で30～36F動きを止める
642-1,超激レア,踊り子イズ,"7,000",2,20,"1,875",429,範囲,131,40,300,"3,150",1386,"3連続攻撃 625 625 625（40F 60F 80F）
 対 全敵（白 無 魔 使 除く） 超ダメージ（与ダメ x3～4）
 体力50％以下で攻撃力上昇（与ダメ x1.5）
 遠方範囲全方位攻撃（-350～350）
 無効（波動 ふっとばす 止める 遅くする 攻撃力低下）"
642-2,超激レア,魅惑の舞姫イズ,"8,750",2,20,"2,250",515,範囲,131,40,300,"3,150",1386,"3連続攻撃 750 750 750（40F 60F 80F）
 対 全敵（白 無 魔 使 除く） 超ダメージ（与ダメ x3～4）
 体力50％以下で攻撃力上昇（与ダメ x2）
 遠方範囲全方位攻撃（-350～350）
 無効（波動 ふっとばす 止める 遅くする 攻撃力低下）"
643-1,超激レア,堕天神ルシファー,"4,625",3,7,"2,950",415,範囲,213,80,550,"4,650",3546,"対 浮いてる敵 悪魔 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 50％の確率でLv1烈波（40F 射程 250～650）
 遠方範囲攻撃（400～700）
 無効（烈波）"
643-2,超激レア,グランドルシファー,"5,625",3,7,"3,700",521,範囲,213,80,550,"4,650",3546,"対 浮いてる敵 悪魔 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 50％の確率でLv1烈波（40F 射程 250～650）
 遠方範囲攻撃（400～700）
 無効（烈波）"
643-3,超激レア,Gグランドルシファー,"6,125",3,7,"3,700",521,範囲,213,80,550,"4,650",3546,"対 浮いてる敵 悪魔 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 100％の確率でLv1烈波（40F 射程 250～650）
 遠方範囲攻撃（400～700）
 無効（烈波）"
644-1,基本,ネコ超人,"1,750",10,38,"1,050",438,範囲,72,7,250,"2,400",596,"対 古代種 超ダメージ（与ダメ x3）
 遠方範囲全方位攻撃（-100～350）
 無効（古代の呪い）"
644-2,基本,ネコ超人Ⅱ,"1,750",10,38,"1,175",490,範囲,72,7,250,"2,400",596,"対 古代種 超ダメージ（与ダメ x3）
 遠方範囲全方位攻撃（-100～350）
 無効（古代の呪い）"
644-3,基本,真ネコ超人,"2,125",10,38,"1,425",578,範囲,74,7,250,"2,400",596,"対 古代種 超ダメージ（与ダメ x3）
 対 超生命体 特効（与ダメ増 被ダメ減）
 遠方範囲全方位攻撃（-100～350）
 無効（古代の呪い）"
645-1,超激レア,白い恋人メカ子,"14,250",2,7,"5,000",691,範囲,217,68,445,"5,925",4346,対 白い敵 50％の確率で120F動きを止める
645-2,超激レア,ビタースイートメカ子,"14,250",2,7,"5,000",691,範囲,217,68,445,"5,925",4346,対 黒い敵 50％の確率で120～144F動きを止める
645-3,超激レア,LOVEミントメカ子,"14,250",2,7,"5,000",691,範囲,217,68,445,"5,925",4346,"対 古代種 50％の確率で120F動きを止める
 無効（古代の呪い）"
646-1,激レア,洗脳されしバトルネコ,"1,000",1,14,62,69,単体,27,8,150,300,60,"対 白い敵 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 対 白い敵 30％の確率で呪い（90F特殊能力封印）
 無効（ふっとばす 止める 遅くする）"
646-2,激レア,洗脳されし勇者ネコ,"1,000",1,14,62,69,単体,27,8,150,300,60,"対 白い敵 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 対 白い敵 30％の確率で呪い（90F特殊能力封印）
 無効（ふっとばす 止める 遅くする）"
646-3,激レア,洗脳されし暗黒ネコ,"1,500",1,14,62,69,単体,27,8,150,300,60,"対 白い敵 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 対 白い敵 30％の確率で呪い（90F特殊能力封印）
 100％の確率でLv1小波動（射程 332.5 与ダメ x0.2）
 無効（ふっとばす 止める 遅くする）"
647-1,EX,爆竹ネコ,750,4,10,350,214,範囲,49,14,170,975,346,"対 赤い敵 超ダメージ（与ダメ x3～4）
 対 赤い敵 20％の確率で60F攻撃無効"
647-2,EX,爆竹ネコビルダー,750,4,10,350,214,範囲,49,14,170,975,346,"対 赤い敵 超ダメージ（与ダメ x3～4）
 対 赤い敵 20％の確率で60F攻撃無効"
648-1,超激レア,狩猟娘テルン,"4,500",4,8,"2,625",461,範囲,171,92,430,"3,000",1846,"対 赤い敵 エイリアン 100％の確率で60～72F動きを遅くする
 対 超生命体 特効（与ダメ増 被ダメ減）
 無効（止める 攻撃力低下）"
648-2,超激レア,狩猟娘テルンζ,"5,250",4,8,"3,125",548,範囲,171,92,430,"3,000",1846,"対 赤い敵 エイリアン 100％の確率で120～144F動きを遅くする
 対 超生命体 特効（与ダメ増 被ダメ減）
 20％の確率で渾身の一撃（与ダメ x3）
 無効（止める 攻撃力低下）"
648-3,超激レア,大狩猟娘テルンζ,"5,250",4,8,"3,125",548,範囲,171,92,430,"3,000",1846,"対 赤い敵 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 赤い敵 エイリアン 100％の確率で120～144F動きを遅くする
 対 超生命体 特効（与ダメ増 被ダメ減）
 20％の確率で渾身の一撃（与ダメ x3）
 無効（止める 攻撃力低下）"
649-1,超激レア,恋番長・鬼にゃんま,"9,750",3,13,"5,625","2,482",単体,68,28,180,"3,000",856,"対 全敵（白 無 魔 使 除く） 30％の確率でふっとばす
 対 全敵（白 無 魔 使 除く） 30％の確率で75～90F動きを止める
 対 全敵（白 無 魔 使 除く） 30％の確率で75～90F動きを遅くする
 対 全敵（白 無 魔 使 除く） 30％の確率で75～90F攻撃力50％に低下"
649-2,超激レア,恋愛番長・鬼神にゃんま,"9,750",3,13,"5,625","2,482",単体,68,28,180,"3,000",856,"対 全敵（白 無 魔 使 除く） 30％の確率でふっとばす
 対 全敵（白 無 魔 使 除く） 30％の確率で75～90F動きを止める
 対 全敵（白 無 魔 使 除く） 30％の確率で75～90F動きを遅くする
 対 全敵（白 無 魔 使 除く） 30％の確率で75～90F攻撃力50％に低下"
650-1,超激レア,服部半蔵,"7,500",4,9,"2,125",502,範囲,127,8,450,"5,325",4346,"対 黒い敵 浮いてる敵 超ダメージ（与ダメ x3～4）
 対 黒い敵 浮いてる敵 100％の確率で30～36F動きを止める
 対 超生命体 特効（与ダメ増 被ダメ減）
 無効（止める 遅くする）"
650-2,超激レア,忍神・服部半蔵,"9,000",4,9,"2,875",679,範囲,127,8,450,"5,325",4346,"対 黒い敵 浮いてる敵 超ダメージ（与ダメ x3～4）
 対 黒い敵 浮いてる敵 100％の確率で50～60F動きを止める
 対 超生命体 特効（与ダメ増 被ダメ減）
 無効（止める 遅くする）"
650-3,超激レア,絶影の忍神・服部半蔵,"10,000",4,9,"3,375",797,範囲,127,8,450,"5,325",4346,"対 黒い敵 浮いてる敵 超ダメージ（与ダメ x3～4）
 対 黒い敵 浮いてる敵 100％の確率で60～72F動きを止める
 対 超生命体 特効（与ダメ増 被ダメ減）
 無効（止める 遅くする）"
651-1,EX,幼馴染にゃん子,"1,500",3,9,750,253,範囲,89,30,200,900,246,対 白い敵 超ダメージ（与ダメ x3）
651-2,EX,彼女にゃん子,"1,500",3,9,750,253,範囲,89,30,200,900,246,対 白い敵 超ダメージ（与ダメ x3）
652-1,EX,おてんばネコライオン,"1,250",5,28,30,90,単体,10,6,140,750,60,対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
652-2,EX,鉄仮面ネコライオン,"1,250",5,28,30,90,単体,10,6,140,750,60,対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
653-1,EX,ネコクバンケシ,625,1,7,5,2,範囲,67,8,110,150,60,対 赤い敵 打たれ強い（被ダメ 1/4～1/5）
653-2,EX,ネコクバンチョウ,625,1,7,5,2,範囲,67,8,110,150,60,対 赤い敵 打たれ強い（被ダメ 1/4～1/5）
654-1,EX,古獣ナーラ,"10,500",2,16,"12,600","2,211",範囲,171,40,300,"4,500",3646,"3連続攻撃 4,200 4,200 4,200（40F 60F 80F）
 対 古代種 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 対 古代種 30％の確率で90F攻撃力50％に低下
 遠方範囲攻撃（1撃目1～301 2撃目300～500 3撃目500～700）
 無効（波動 烈波 古代の呪い）"
654-2,EX,雷古獣ナーラ,"10,500",2,16,"12,600","2,211",範囲,171,40,300,"4,500",3646,"3連続攻撃 4,200 4,200 4,200（40F 60F 80F）
 対 古代種 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 対 古代種 30％の確率で90F攻撃力50％に低下
 遠方範囲攻撃（1撃目1～301 2撃目300～500 3撃目500～700）
 無効（波動 烈波 古代の呪い）"
654-3,EX,覚醒古獣ナーラ,"12,500",2,16,"12,600","2,211",範囲,171,40,300,"4,500",3646,"3連続攻撃 4,200 4,200 4,200（40F 60F 80F）
 対 古代種 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 対 古代種 100％の確率で120F攻撃力50％に低下
 対 超生命体 特効（与ダメ増 被ダメ減）
 対 超獣 特効（与ダメ増 被ダメ減）
 遠方範囲攻撃（1撃目1～301 2撃目300～500 3撃目500～700）
 無効（波動 烈波 古代の呪い）"
655-1,激レア,洗脳されしキモネコ,"3,150",3,10,675,159,単体,127,8,350,600,874,100％の確率でLv3烈波（80F 射程 150～600）
655-2,激レア,洗脳されし美脚ネコ,"3,150",3,10,675,159,単体,127,6,350,600,874,100％の確率でLv3烈波（80F 射程 150～600）
655-3,激レア,洗脳されしムキあしネコ,"3,150",3,10,675,162,単体,125,6,350,600,874,100％の確率でLv4烈波（100F 射程 150～600）
656-1,超激レア,氷の精霊フリズ,"3,025",3,12,"1,800",219,範囲,247,60,250,"1,125",526,"3連続攻撃 450 450 900（60F 70F 80F）※3撃目のみ他特性付加
 対 エイリアン ゾンビ 50％の確率で90～108F動きを遅くする
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 対 超生命体 特効（与ダメ増 被ダメ減）
 遠方範囲全方位攻撃（1撃目-250～250 2撃目-350～350 3撃目-450～450）
 無効（遅くする ワープ）"
656-2,超激レア,氷結の精霊ブリザーナ,"7,300",3,12,"4,800",583,範囲,247,60,350,"3,630",2406,"3連続攻撃 1,200 1,200 2,400（60F 70F 80F）※3撃目のみ他特性付加
 対 エイリアン ゾンビ 打たれ強い（被ダメ 1/4～1/5）
 対 エイリアン ゾンビ 100％の確率で90～108F動きを遅くする
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 対 超生命体 特効（与ダメ増 被ダメ減）
 100％の確率でバリアブレイク
 遠方範囲全方位攻撃（1撃目-350～350 2撃目-450～450 3撃目-550～550）
 無効（遅くする ワープ）"
